disasterNumber,totalNumberIaApproved,totalAmountIhpApproved,totalAmountHaApproved,totalAmountOnaApproved,totalObligatedAmountPa,totalObligatedAmountCatAb,totalObligatedAmountCatC2g,paLoadDate,iaLoadDate,totalObligatedAmountHmgp,hash.x,lastRefresh.x,id.x,femaDeclarationString,state,declarationType,declarationDate,fyDeclared,incidentType,declarationTitle,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,incidentBeginDate,incidentEndDate,disasterCloseoutDate,tribalRequest,fipsStateCode,fipsCountyCode,placeCode,designatedArea,declarationRequestNumber,lastIAFilingDate,lastRefresh.y,hash.y,id.y,incidentYear
4595,1336,10038254.14,8551668.81,1486585.33,89102066.57,3652533.55,77920613.03,2023-11-02T00:00:00Z,2023-11-02T00:00:00Z,8211220.38,7293a7113f5ac4fc5b657925bf5baca629f10f3e,2023-11-02T05:42:36Z,6c857ac6-15e7-494e-abbf-228136e623f1,DR-4595-KY,KY,DR,2021-04-23T00:00:00Z,2021,Flood,"SEVERE, STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",1,0,1,1,2021-02-27T00:00:00Z,2021-03-14T00:00:00Z,NA,0,21,025,99025,Breathitt (County),21025,2021-07-23T00:00:00Z,2023-05-22T03:41:22Z,da09757d299f025388b3ebaa77bb1222e0e4523f,14d75e15-2ebf-4d39-bcf8-84b775ee5c6d,2021
4595,1336,10038254.14,8551668.81,1486585.33,89102066.57,3652533.55,77920613.03,2023-11-02T00:00:00Z,2023-11-02T00:00:00Z,8211220.38,7293a7113f5ac4fc5b657925bf5baca629f10f3e,2023-11-02T05:42:36Z,6c857ac6-15e7-494e-abbf-228136e623f1,DR-4595-KY,KY,DR,2021-04-23T00:00:00Z,2021,Flood,"SEVERE, STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",1,0,1,1,2021-02-27T00:00:00Z,2021-03-14T00:00:00Z,NA,0,21,049,99049,Clark (County),21025,2021-07-23T00:00:00Z,2023-05-22T03:41:22Z,83291d4bc31738f3516a2c9379921d60bddea5d9,265c9aa6-d697-42b1-bb2f-0c644d118209,2021
4595,1336,10038254.14,8551668.81,1486585.33,89102066.57,3652533.55,77920613.03,2023-11-02T00:00:00Z,2023-11-02T00:00:00Z,8211220.38,7293a7113f5ac4fc5b657925bf5baca629f10f3e,2023-11-02T05:42:36Z,6c857ac6-15e7-494e-abbf-228136e623f1,DR-4595-KY,KY,DR,2021-04-23T00:00:00Z,2021,Flood,"SEVERE, STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",1,0,1,1,2021-02-27T00:00:00Z,2021-03-14T00:00:00Z,NA,0,21,051,99051,Clay (County),21025,2021-07-23T00:00:00Z,2023-05-22T03:41:22Z,5417885d3284d95ed4197abe2004fd3135f0a228,09c9ce5a-8741-48d3-a2f5-c7bce271a63f,2021
4595,1336,10038254.14,8551668.81,1486585.33,89102066.57,3652533.55,77920613.03,2023-11-02T00:00:00Z,2023-11-02T00:00:00Z,8211220.38,7293a7113f5ac4fc5b657925bf5baca629f10f3e,2023-11-02T05:42:36Z,6c857ac6-15e7-494e-abbf-228136e623f1,DR-4595-KY,KY,DR,2021-04-23T00:00:00Z,2021,Flood,"SEVERE, STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",1,0,1,1,2021-02-27T00:00:00Z,2021-03-14T00:00:00Z,NA,0,21,065,99065,Estill (County),21025,2021-07-23T00:00:00Z,2023-05-22T03:41:22Z,8546685303e7e93c3fd1a1921fa7d8642962f8af,bfd14b3e-be4e-448f-93a3-3498fb6567c4,2021
4595,1336,10038254.14,8551668.81,1486585.33,89102066.57,3652533.55,77920613.03,2023-11-02T00:00:00Z,2023-11-02T00:00:00Z,8211220.38,7293a7113f5ac4fc5b657925bf5baca629f10f3e,2023-11-02T05:42:36Z,6c857ac6-15e7-494e-abbf-228136e623f1,DR-4595-KY,KY,DR,2021-04-23T00:00:00Z,2021,Flood,"SEVERE, STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",1,0,1,1,2021-02-27T00:00:00Z,2021-03-14T00:00:00Z,NA,0,21,071,99071,Floyd (County),21025,2021-07-23T00:00:00Z,2023-05-22T03:41:22Z,23759605945385e147da49f4de4948cea2001c55,23a4ac13-4cd4-4d3a-a701-96b3cfc994c7,2021
4595,1336,10038254.14,8551668.81,1486585.33,89102066.57,3652533.55,77920613.03,2023-11-02T00:00:00Z,2023-11-02T00:00:00Z,8211220.38,7293a7113f5ac4fc5b657925bf5baca629f10f3e,2023-11-02T05:42:36Z,6c857ac6-15e7-494e-abbf-228136e623f1,DR-4595-KY,KY,DR,2021-04-23T00:00:00Z,2021,Flood,"SEVERE, STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",1,0,1,1,2021-02-27T00:00:00Z,2021-03-14T00:00:00Z,NA,0,21,073,99073,Franklin (County),21025,2021-07-23T00:00:00Z,2023-05-22T03:41:22Z,6420e19eb9d3bff4966eb167b6f39757240c3674,ff0cb14c-5fbd-4fac-b453-eb6d780cfc7c,2021
4595,1336,10038254.14,8551668.81,1486585.33,89102066.57,3652533.55,77920613.03,2023-11-02T00:00:00Z,2023-11-02T00:00:00Z,8211220.38,7293a7113f5ac4fc5b657925bf5baca629f10f3e,2023-11-02T05:42:36Z,6c857ac6-15e7-494e-abbf-228136e623f1,DR-4595-KY,KY,DR,2021-04-23T00:00:00Z,2021,Flood,"SEVERE, STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",1,0,1,1,2021-02-27T00:00:00Z,2021-03-14T00:00:00Z,NA,0,21,089,99089,Greenup (County),21025,2021-07-23T00:00:00Z,2023-05-22T03:41:22Z,c1995ea4f6bc065fc1791a6e70a38b32db8bc1ae,971fb9e4-7d0f-48c2-a41d-3008dc54eb83,2021
4595,1336,10038254.14,8551668.81,1486585.33,89102066.57,3652533.55,77920613.03,2023-11-02T00:00:00Z,2023-11-02T00:00:00Z,8211220.38,7293a7113f5ac4fc5b657925bf5baca629f10f3e,2023-11-02T05:42:36Z,6c857ac6-15e7-494e-abbf-228136e623f1,DR-4595-KY,KY,DR,2021-04-23T00:00:00Z,2021,Flood,"SEVERE, STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",1,0,1,1,2021-02-27T00:00:00Z,2021-03-14T00:00:00Z,NA,0,21,109,99109,Jackson (County),21025,2021-07-23T00:00:00Z,2023-05-22T03:41:22Z,4b5236e6587ae0bd1867b7cd0f430321fc2a113e,0e344d91-3bcf-439f-a2b6-638565a50d43,2021
4595,1336,10038254.14,8551668.81,1486585.33,89102066.57,3652533.55,77920613.03,2023-11-02T00:00:00Z,2023-11-02T00:00:00Z,8211220.38,7293a7113f5ac4fc5b657925bf5baca629f10f3e,2023-11-02T05:42:36Z,6c857ac6-15e7-494e-abbf-228136e623f1,DR-4595-KY,KY,DR,2021-04-23T00:00:00Z,2021,Flood,"SEVERE, STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",1,0,1,1,2021-02-27T00:00:00Z,2021-03-14T00:00:00Z,NA,0,21,115,99115,Johnson (County),21025,2021-07-23T00:00:00Z,2023-05-22T03:41:22Z,54e24a994da24fa7580103725a4be0be1fad4712,254b0fb4-3471-46dd-9cd2-4bc7cd9e6e92,2021
4595,1336,10038254.14,8551668.81,1486585.33,89102066.57,3652533.55,77920613.03,2023-11-02T00:00:00Z,2023-11-02T00:00:00Z,8211220.38,7293a7113f5ac4fc5b657925bf5baca629f10f3e,2023-11-02T05:42:36Z,6c857ac6-15e7-494e-abbf-228136e623f1,DR-4595-KY,KY,DR,2021-04-23T00:00:00Z,2021,Flood,"SEVERE, STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",1,0,1,1,2021-02-27T00:00:00Z,2021-03-14T00:00:00Z,NA,0,21,119,99119,Knott (County),21025,2021-07-23T00:00:00Z,2023-05-22T03:41:22Z,0127beabdf949f3a5b20d3f42c90c63556089db4,91ef8193-3f80-44f2-98b0-75329bc635d3,2021
4595,1336,10038254.14,8551668.81,1486585.33,89102066.57,3652533.55,77920613.03,2023-11-02T00:00:00Z,2023-11-02T00:00:00Z,8211220.38,7293a7113f5ac4fc5b657925bf5baca629f10f3e,2023-11-02T05:42:36Z,6c857ac6-15e7-494e-abbf-228136e623f1,DR-4595-KY,KY,DR,2021-04-23T00:00:00Z,2021,Flood,"SEVERE, STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",1,0,1,1,2021-02-27T00:00:00Z,2021-03-14T00:00:00Z,NA,0,21,127,99127,Lawrence (County),21025,2021-07-23T00:00:00Z,2023-05-22T03:41:22Z,7fd2b962a1b43aebc8069944f8b6f4f1fd209207,afd47805-db9b-47b5-ab29-1735620238e4,2021
4595,1336,10038254.14,8551668.81,1486585.33,89102066.57,3652533.55,77920613.03,2023-11-02T00:00:00Z,2023-11-02T00:00:00Z,8211220.38,7293a7113f5ac4fc5b657925bf5baca629f10f3e,2023-11-02T05:42:36Z,6c857ac6-15e7-494e-abbf-228136e623f1,DR-4595-KY,KY,DR,2021-04-23T00:00:00Z,2021,Flood,"SEVERE, STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",1,0,1,1,2021-02-27T00:00:00Z,2021-03-14T00:00:00Z,NA,0,21,129,99129,Lee (County),21025,2021-07-23T00:00:00Z,2023-05-22T03:41:22Z,f705733f2968ee95d2952d5d57121c1a6d1e8c76,64b668c4-bc42-4b7d-967a-3b79e83200fa,2021
4595,1336,10038254.14,8551668.81,1486585.33,89102066.57,3652533.55,77920613.03,2023-11-02T00:00:00Z,2023-11-02T00:00:00Z,8211220.38,7293a7113f5ac4fc5b657925bf5baca629f10f3e,2023-11-02T05:42:36Z,6c857ac6-15e7-494e-abbf-228136e623f1,DR-4595-KY,KY,DR,2021-04-23T00:00:00Z,2021,Flood,"SEVERE, STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",1,0,1,1,2021-02-27T00:00:00Z,2021-03-14T00:00:00Z,NA,0,21,131,99131,Leslie (County),21025,2021-07-23T00:00:00Z,2023-05-22T03:41:22Z,c9a421d5f02f097c6d10c1dc8b6721394b653d6c,36585f01-f6d2-4eaa-aa4e-832ad1683553,2021
4595,1336,10038254.14,8551668.81,1486585.33,89102066.57,3652533.55,77920613.03,2023-11-02T00:00:00Z,2023-11-02T00:00:00Z,8211220.38,7293a7113f5ac4fc5b657925bf5baca629f10f3e,2023-11-02T05:42:36Z,6c857ac6-15e7-494e-abbf-228136e623f1,DR-4595-KY,KY,DR,2021-04-23T00:00:00Z,2021,Flood,"SEVERE, STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",1,0,1,1,2021-02-27T00:00:00Z,2021-03-14T00:00:00Z,NA,0,21,133,99133,Letcher (County),21025,2021-07-23T00:00:00Z,2023-05-22T03:41:22Z,9d730642d700b1a9d8d6124224ce17593ef28564,ca1b4776-a04e-491d-9ff6-04f41af9c883,2021
4595,1336,10038254.14,8551668.81,1486585.33,89102066.57,3652533.55,77920613.03,2023-11-02T00:00:00Z,2023-11-02T00:00:00Z,8211220.38,7293a7113f5ac4fc5b657925bf5baca629f10f3e,2023-11-02T05:42:36Z,6c857ac6-15e7-494e-abbf-228136e623f1,DR-4595-KY,KY,DR,2021-04-23T00:00:00Z,2021,Flood,"SEVERE, STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",1,0,1,1,2021-02-27T00:00:00Z,2021-03-14T00:00:00Z,NA,0,21,137,99137,Lincoln (County),21025,2021-07-23T00:00:00Z,2023-05-22T03:41:22Z,5cc13959421d3715cba1f6f6d4c74c38925c12cb,61ed2bb0-06fd-493b-8e7d-e4ef1c5c0f2c,2021
4595,1336,10038254.14,8551668.81,1486585.33,89102066.57,3652533.55,77920613.03,2023-11-02T00:00:00Z,2023-11-02T00:00:00Z,8211220.38,7293a7113f5ac4fc5b657925bf5baca629f10f3e,2023-11-02T05:42:36Z,6c857ac6-15e7-494e-abbf-228136e623f1,DR-4595-KY,KY,DR,2021-04-23T00:00:00Z,2021,Flood,"SEVERE, STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",1,0,1,1,2021-02-27T00:00:00Z,2021-03-14T00:00:00Z,NA,0,21,151,99151,Madison (County),21025,2021-07-23T00:00:00Z,2023-05-22T03:41:22Z,9f92999001127b345b5a073bf3e3488b667e5bbf,370f0d9d-8868-4df6-9b0e-6a7a4967b485,2021
4595,1336,10038254.14,8551668.81,1486585.33,89102066.57,3652533.55,77920613.03,2023-11-02T00:00:00Z,2023-11-02T00:00:00Z,8211220.38,7293a7113f5ac4fc5b657925bf5baca629f10f3e,2023-11-02T05:42:36Z,6c857ac6-15e7-494e-abbf-228136e623f1,DR-4595-KY,KY,DR,2021-04-23T00:00:00Z,2021,Flood,"SEVERE, STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",1,0,1,1,2021-02-27T00:00:00Z,2021-03-14T00:00:00Z,NA,0,21,153,99153,Magoffin (County),21025,2021-07-23T00:00:00Z,2023-05-22T03:41:22Z,f1b6f3bd3ec43739b7c3196cac07dd6aa6374193,1e338e99-d8e6-427f-8abd-16002a25d6c4,2021
4595,1336,10038254.14,8551668.81,1486585.33,89102066.57,3652533.55,77920613.03,2023-11-02T00:00:00Z,2023-11-02T00:00:00Z,8211220.38,7293a7113f5ac4fc5b657925bf5baca629f10f3e,2023-11-02T05:42:36Z,6c857ac6-15e7-494e-abbf-228136e623f1,DR-4595-KY,KY,DR,2021-04-23T00:00:00Z,2021,Flood,"SEVERE, STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",1,0,1,1,2021-02-27T00:00:00Z,2021-03-14T00:00:00Z,NA,0,21,159,99159,Martin (County),21025,2021-07-23T00:00:00Z,2023-05-22T03:41:22Z,b6b9a3f87e31bbebc828bb4972da3c4d0e7508d2,cef7b488-4875-4be2-aa8c-50521b4ee1ea,2021
4595,1336,10038254.14,8551668.81,1486585.33,89102066.57,3652533.55,77920613.03,2023-11-02T00:00:00Z,2023-11-02T00:00:00Z,8211220.38,7293a7113f5ac4fc5b657925bf5baca629f10f3e,2023-11-02T05:42:36Z,6c857ac6-15e7-494e-abbf-228136e623f1,DR-4595-KY,KY,DR,2021-04-23T00:00:00Z,2021,Flood,"SEVERE, STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",1,0,1,1,2021-02-27T00:00:00Z,2021-03-14T00:00:00Z,NA,0,21,175,99175,Morgan (County),21025,2021-07-23T00:00:00Z,2023-05-22T03:41:22Z,d3f6c4a0289edd42e263ad2d7ce2addbe4610a59,61fad8a6-3488-4bba-a79a-05fffa4884e3,2021
4595,1336,10038254.14,8551668.81,1486585.33,89102066.57,3652533.55,77920613.03,2023-11-02T00:00:00Z,2023-11-02T00:00:00Z,8211220.38,7293a7113f5ac4fc5b657925bf5baca629f10f3e,2023-11-02T05:42:36Z,6c857ac6-15e7-494e-abbf-228136e623f1,DR-4595-KY,KY,DR,2021-04-23T00:00:00Z,2021,Flood,"SEVERE, STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",1,0,1,1,2021-02-27T00:00:00Z,2021-03-14T00:00:00Z,NA,0,21,189,99189,Owsley (County),21025,2021-07-23T00:00:00Z,2023-05-22T03:41:22Z,42a27f4733238d8e47d8b2b7b3753372d7f7391f,e59c37d4-a248-4716-95ea-8c9fa4d41da6,2021
4595,1336,10038254.14,8551668.81,1486585.33,89102066.57,3652533.55,77920613.03,2023-11-02T00:00:00Z,2023-11-02T00:00:00Z,8211220.38,7293a7113f5ac4fc5b657925bf5baca629f10f3e,2023-11-02T05:42:36Z,6c857ac6-15e7-494e-abbf-228136e623f1,DR-4595-KY,KY,DR,2021-04-23T00:00:00Z,2021,Flood,"SEVERE, STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",1,0,1,1,2021-02-27T00:00:00Z,2021-03-14T00:00:00Z,NA,0,21,193,99193,Perry (County),21025,2021-07-23T00:00:00Z,2023-05-22T03:41:22Z,52070b63acc39dde3dc2e733eec00eba09f6d025,df28104c-9080-4136-9986-88516be85c1f,2021
4595,1336,10038254.14,8551668.81,1486585.33,89102066.57,3652533.55,77920613.03,2023-11-02T00:00:00Z,2023-11-02T00:00:00Z,8211220.38,7293a7113f5ac4fc5b657925bf5baca629f10f3e,2023-11-02T05:42:36Z,6c857ac6-15e7-494e-abbf-228136e623f1,DR-4595-KY,KY,DR,2021-04-23T00:00:00Z,2021,Flood,"SEVERE, STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",1,0,1,1,2021-02-27T00:00:00Z,2021-03-14T00:00:00Z,NA,0,21,197,99197,Powell (County),21025,2021-07-23T00:00:00Z,2023-05-22T03:41:22Z,c2eed8fd82de10f120bcf070436053fe0da6af9a,df8ebf44-6113-485c-96cb-02bc10b1c3a8,2021
4595,1336,10038254.14,8551668.81,1486585.33,89102066.57,3652533.55,77920613.03,2023-11-02T00:00:00Z,2023-11-02T00:00:00Z,8211220.38,7293a7113f5ac4fc5b657925bf5baca629f10f3e,2023-11-02T05:42:36Z,6c857ac6-15e7-494e-abbf-228136e623f1,DR-4595-KY,KY,DR,2021-04-23T00:00:00Z,2021,Flood,"SEVERE, STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",1,0,1,1,2021-02-27T00:00:00Z,2021-03-14T00:00:00Z,NA,0,21,199,99199,Pulaski (County),21025,2021-07-23T00:00:00Z,2023-05-22T03:41:22Z,4305b5225637715867c50624f99a0566d9d2f131,7d13b9fb-1be1-4241-ad4d-236134a5e297,2021
4595,1336,10038254.14,8551668.81,1486585.33,89102066.57,3652533.55,77920613.03,2023-11-02T00:00:00Z,2023-11-02T00:00:00Z,8211220.38,7293a7113f5ac4fc5b657925bf5baca629f10f3e,2023-11-02T05:42:36Z,6c857ac6-15e7-494e-abbf-228136e623f1,DR-4595-KY,KY,DR,2021-04-23T00:00:00Z,2021,Flood,"SEVERE, STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",1,0,1,1,2021-02-27T00:00:00Z,2021-03-14T00:00:00Z,NA,0,21,203,99203,Rockcastle (County),21025,2021-07-23T00:00:00Z,2023-05-22T03:41:22Z,002912628825ede68ad0bcc9201cda444c6704cf,1d07c277-6e5c-4791-88ca-39fa34d6e9a7,2021
4604,NA,NA,NA,NA,5965730.75,282762.46,5362177.9,2023-11-02T00:00:00Z,NA,0,741fbcae50897c492b94bdb02ce539aa681a20f7,2023-11-02T04:02:44Z,33290a60-bf70-4800-94b2-c939ee4cf417,DR-4604-HI,HI,DR,2021-05-13T00:00:00Z,2021,Flood,"SEVERE STORMS, FLOODING, AND LANDSLIDES",0,0,1,1,2021-03-08T00:00:00Z,2021-03-18T00:00:00Z,NA,0,15,009,99009,Maui (County),21034,NA,2023-05-22T03:41:22Z,4f34fdcb935abfafe81b3b5449c79fdc73f67257,8d2c506c-13ef-4fc7-8a77-c9b3e7e9c954,2021
4605,262,2550083.38,2397106.42,152976.96,5922524.94,286734.31,5155049.94,2023-11-02T00:00:00Z,2023-11-02T00:00:00Z,807681.6,9b6c48b6e4205cab129f83f43a9c9501719eec0f,2023-11-02T05:42:36Z,0134c078-e149-44ab-85e3-982c34b4eaa6,DR-4605-WV,WV,DR,2021-05-20T00:00:00Z,2021,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,2021-02-27T00:00:00Z,2021-03-04T00:00:00Z,NA,0,54,005,99005,Boone (County),21037,2021-07-19T00:00:00Z,2023-05-22T03:41:22Z,1b03d2f072ab789077da8a0cb6a5c3a564b26f8a,1161b08b-3dfb-4457-af4a-32a12d6a4a9b,2021
4605,262,2550083.38,2397106.42,152976.96,5922524.94,286734.31,5155049.94,2023-11-02T00:00:00Z,2023-11-02T00:00:00Z,807681.6,9b6c48b6e4205cab129f83f43a9c9501719eec0f,2023-11-02T05:42:36Z,0134c078-e149-44ab-85e3-982c34b4eaa6,DR-4605-WV,WV,DR,2021-05-20T00:00:00Z,2021,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,2021-02-27T00:00:00Z,2021-03-04T00:00:00Z,NA,0,54,043,99043,Lincoln (County),21037,2021-07-19T00:00:00Z,2023-05-22T03:41:22Z,c1c489a9df03a26ff5438a154d34c18bcf79d61b,be88c6c1-1245-4fe5-aa36-01a8be204082,2021
4605,262,2550083.38,2397106.42,152976.96,5922524.94,286734.31,5155049.94,2023-11-02T00:00:00Z,2023-11-02T00:00:00Z,807681.6,9b6c48b6e4205cab129f83f43a9c9501719eec0f,2023-11-02T05:42:36Z,0134c078-e149-44ab-85e3-982c34b4eaa6,DR-4605-WV,WV,DR,2021-05-20T00:00:00Z,2021,Flood,SEVERE STORMS AND FLOODING,0,0,1,1,2021-02-27T00:00:00Z,2021-03-04T00:00:00Z,NA,0,54,045,99045,Logan (County),21037,2021-07-19T00:00:00Z,2023-05-22T03:41:22Z,ac535797f232b649e445a582e19521d041f621b3,57baa80d-da43-4335-9791-fe260fc93e8a,2021
4605,262,2550083.38,2397106.42,152976.96,5922524.94,286734.31,5155049.94,2023-11-02T00:00:00Z,2023-11-02T00:00:00Z,807681.6,9b6c48b6e4205cab129f83f43a9c9501719eec0f,2023-11-02T05:42:36Z,0134c078-e149-44ab-85e3-982c34b4eaa6,DR-4605-WV,WV,DR,2021-05-20T00:00:00Z,2021,Flood,SEVERE STORMS AND FLOODING,1,0,0,1,2021-02-27T00:00:00Z,2021-03-04T00:00:00Z,NA,0,54,011,99011,Cabell (County),21037,2021-07-19T00:00:00Z,2023-05-22T03:41:22Z,a05b91fe53372ddb0ed95ca5393bcbee70cb0527,b7b41889-bab6-4f47-97ed-425bed4ebb7e,2021
4605,262,2550083.38,2397106.42,152976.96,5922524.94,286734.31,5155049.94,2023-11-02T00:00:00Z,2023-11-02T00:00:00Z,807681.6,9b6c48b6e4205cab129f83f43a9c9501719eec0f,2023-11-02T05:42:36Z,0134c078-e149-44ab-85e3-982c34b4eaa6,DR-4605-WV,WV,DR,2021-05-20T00:00:00Z,2021,Flood,SEVERE STORMS AND FLOODING,1,0,1,1,2021-02-27T00:00:00Z,2021-03-04T00:00:00Z,NA,0,54,039,99039,Kanawha (County),21037,2021-07-19T00:00:00Z,2023-05-22T03:41:22Z,2364dc184560a3d0bcbab0c4c47f53eb8a4fc0af,84b67bb6-aa48-4087-89cf-a87db1034b17,2021
4605,262,2550083.38,2397106.42,152976.96,5922524.94,286734.31,5155049.94,2023-11-02T00:00:00Z,2023-11-02T00:00:00Z,807681.6,9b6c48b6e4205cab129f83f43a9c9501719eec0f,2023-11-02T05:42:36Z,0134c078-e149-44ab-85e3-982c34b4eaa6,DR-4605-WV,WV,DR,2021-05-20T00:00:00Z,2021,Flood,SEVERE STORMS AND FLOODING,1,0,1,1,2021-02-27T00:00:00Z,2021-03-04T00:00:00Z,NA,0,54,059,99059,Mingo (County),21037,2021-07-19T00:00:00Z,2023-05-22T03:41:22Z,f128cc23241b61660914567a279147f91defdc04,22573820-5728-4555-8f47-5b10b3b7d23a,2021
4605,262,2550083.38,2397106.42,152976.96,5922524.94,286734.31,5155049.94,2023-11-02T00:00:00Z,2023-11-02T00:00:00Z,807681.6,9b6c48b6e4205cab129f83f43a9c9501719eec0f,2023-11-02T05:42:36Z,0134c078-e149-44ab-85e3-982c34b4eaa6,DR-4605-WV,WV,DR,2021-05-20T00:00:00Z,2021,Flood,SEVERE STORMS AND FLOODING,1,0,1,1,2021-02-27T00:00:00Z,2021-03-04T00:00:00Z,NA,0,54,099,99099,Wayne (County),21037,2021-07-19T00:00:00Z,2023-05-22T03:41:22Z,393010c254f47bb98e18aa1075275bf1b31b322c,4f135c03-c4cb-4ab0-9a73-894e6687dcf1,2021
4606,2501,14032804.41,11176256.29,2856548.12,11392572.85,8087971.86,2861887.57,2023-11-02T00:00:00Z,2023-11-02T00:00:00Z,345077.5,9184050b35c4cee9633cd80f38de765b6b8e7780,2023-11-02T05:42:36Z,d74527d2-64f7-4b6f-bce9-7dc8f769d04f,DR-4606-LA,LA,DR,2021-06-02T00:00:00Z,2021,Flood,"SEVERE STORMS, TORNADOES, AND FLOODING",0,0,1,1,2021-05-17T00:00:00Z,2021-05-21T00:00:00Z,NA,0,22,007,99007,Assumption (Parish),21039,2021-08-02T00:00:00Z,2023-05-22T03:41:22Z,f3d171f6f950e6a5c9eebf384aff047a9f86210b,7d2823c8-b4ec-40ba-9aa3-1c42d8c3240d,2021
4606,2501,14032804.41,11176256.29,2856548.12,11392572.85,8087971.86,2861887.57,2023-11-02T00:00:00Z,2023-11-02T00:00:00Z,345077.5,9184050b35c4cee9633cd80f38de765b6b8e7780,2023-11-02T05:42:36Z,d74527d2-64f7-4b6f-bce9-7dc8f769d04f,DR-4606-LA,LA,DR,2021-06-02T00:00:00Z,2021,Flood,"SEVERE STORMS, TORNADOES, AND FLOODING",0,0,1,1,2021-05-17T00:00:00Z,2021-05-21T00:00:00Z,NA,0,22,057,99057,Lafourche (Parish),21039,2021-08-02T00:00:00Z,2023-05-22T03:41:22Z,3b86e284b26e2a5fb2f3b44641c9276ae1ebbd53,4f6658f4-83c2-43d3-8d24-1a80bd40b6cd,2021
4606,2501,14032804.41,11176256.29,2856548.12,11392572.85,8087971.86,2861887.57,2023-11-02T00:00:00Z,2023-11-02T00:00:00Z,345077.5,9184050b35c4cee9633cd80f38de765b6b8e7780,2023-11-02T05:42:36Z,d74527d2-64f7-4b6f-bce9-7dc8f769d04f,DR-4606-LA,LA,DR,2021-06-02T00:00:00Z,2021,Flood,"SEVERE STORMS, TORNADOES, AND FLOODING",1,0,0,1,2021-05-17T00:00:00Z,2021-05-21T00:00:00Z,NA,0,22,055,99055,Lafayette (Parish),21039,2021-08-02T00:00:00Z,2023-05-22T03:41:22Z,cdac46f09f9a68d0e4a5e5814d9c451c349c9892,cb2a1837-75cc-480e-af1d-df14db4882ca,2021
4606,2501,14032804.41,11176256.29,2856548.12,11392572.85,8087971.86,2861887.57,2023-11-02T00:00:00Z,2023-11-02T00:00:00Z,345077.5,9184050b35c4cee9633cd80f38de765b6b8e7780,2023-11-02T05:42:36Z,d74527d2-64f7-4b6f-bce9-7dc8f769d04f,DR-4606-LA,LA,DR,2021-06-02T00:00:00Z,2021,Flood,"SEVERE STORMS, TORNADOES, AND FLOODING",1,0,1,1,2021-05-17T00:00:00Z,2021-05-21T00:00:00Z,NA,0,22,005,99005,Ascension (Parish),21039,2021-08-02T00:00:00Z,2023-05-22T03:41:22Z,4733c23c71ba49a16c755d9de0bd27a753bad41b,1dec8e8f-f8ef-46b4-bdc3-ba8aad8f0d1d,2021
4606,2501,14032804.41,11176256.29,2856548.12,11392572.85,8087971.86,2861887.57,2023-11-02T00:00:00Z,2023-11-02T00:00:00Z,345077.5,9184050b35c4cee9633cd80f38de765b6b8e7780,2023-11-02T05:42:36Z,d74527d2-64f7-4b6f-bce9-7dc8f769d04f,DR-4606-LA,LA,DR,2021-06-02T00:00:00Z,2021,Flood,"SEVERE STORMS, TORNADOES, AND FLOODING",1,0,1,1,2021-05-17T00:00:00Z,2021-05-21T00:00:00Z,NA,0,22,019,99019,Calcasieu (Parish),21039,2021-08-02T00:00:00Z,2023-05-22T03:41:22Z,13f82024464e642b27165af40a9610e2f41c04dd,d38759a3-50e3-4fcd-82df-56bdc6ce8f94,2021
